 AX   BX   CX   DX   SP   BP   SI   DI  FLAGS IP
0035 14e5 0003 0004 ffd0 ffd0 0000 0000 --Z- 00be:e8e0ff       call 00a1
0035 14e5 0003 0004 ffce ffd0 0000 0000 --Z- 00a1:55           push bp
0035 14e5 0003 0004 ffcc ffd0 0000 0000 --Z- 00a2:89e5         mov bp, sp
0035 14e5 0003 0004 ffcc ffcc 0000 0000 --Z- 00a4:56           push si
0035 14e5 0003 0004 ffca ffcc 0000 0000 --Z- 00a5:8b360400     mov si, [0004] ;[0004]0000
0035 14e5 0003 0004 ffca ffcc 0000 0000 --Z- 00a9:4e           dec si
0035 14e5 0003 0004 ffca ffcc ffff 0000 -S-- 00aa:7c0c         jl 00b8
0035 14e5 0003 0004 ffca ffcc ffff 0000 -S-- 00b8:e9c900       jmp 0184
0035 14e5 0003 0004 ffca ffcc ffff 0000 -S-- 0184:5e           pop si
0035 14e5 0003 0004 ffcc ffcc 0000 0000 -S-- 0185:89ec         mov sp, bp
0035 14e5 0003 0004 ffcc ffcc 0000 0000 -S-- 0187:5d           pop bp
0035 14e5 0003 0004 ffce ffd0 0000 0000 -S-- 0188:c3           ret
0035 14e5 0003 0004 ffd0 ffd0 0000 0000 -S-- 00c1:833e060000   cmp [0006], 0 ;[0006]0000
0035 14e5 0003 0004 ffd0 ffd0 0000 0000 --Z- 00c6:7406         je 00ce
0035 14e5 0003 0004 ffd0 ffd0 0000 0000 --Z- 00ce:ff7604       push [bp+4] ;[ffd4]0035
0035 14e5 0003 0004 ffce ffd0 0000 0000 --Z- 00d1:e80400       call 00d8
0035 14e5 0003 0004 ffcc ffd0 0000 0000 --Z- 00d8:e90500       jmp 00e0
0035 14e5 0003 0004 ffcc ffd0 0000 0000 --Z- 00e0:55           push bp
0035 14e5 0003 0004 ffca ffd0 0000 0000 --Z- 00e1:89e5         mov bp, sp
0035 14e5 0003 0004 ffca ffca 0000 0000 --Z- 00e3:83ec18       sub sp, 18
0035 14e5 0003 0004 ffb2 ffca 0000 0000 -S-- 00e6:8b5604       mov dx, [bp+4] ;[ffce]0035
0035 14e5 0003 0035 ffb2 ffca 0000 0000 -S-- 00e9:8956ec       mov [bp-14], dx ;[ffb6]0000
0035 14e5 0003 0035 ffb2 ffca 0000 0000 -S-- 00ec:8d46e8       lea ax, [bp-18] ;[ffb2]0000
ffb2 14e5 0003 0035 ffb2 ffca 0000 0000 -S-- 00ef:50           push ax
ffb2 14e5 0003 0035 ffb0 ffca 0000 0000 -S-- 00f0:b80100       mov ax, 0001
0001 14e5 0003 0035 ffb0 ffca 0000 0000 -S-- 00f3:50           push ax
0001 14e5 0003 0035 ffae ffca 0000 0000 -S-- 00f4:31c0         xor ax, ax
0000 14e5 0003 0035 ffae ffca 0000 0000 --Z- 00f6:50           push ax
0000 14e5 0003 0035 ffac ffca 0000 0000 --Z- 00f7:e83300       call 012d
0000 14e5 0003 0035 ffaa ffca 0000 0000 --Z- 012d:55           push bp
0000 14e5 0003 0035 ffa8 ffca 0000 0000 --Z- 012e:89e5         mov bp, sp
0000 14e5 0003 0035 ffa8 ffa8 0000 0000 --Z- 0130:56           push si
0000 14e5 0003 0035 ffa6 ffa8 0000 0000 --Z- 0131:57           push di
0000 14e5 0003 0035 ffa4 ffa8 0000 0000 --Z- 0132:8b7608       mov si, [bp+8] ;[ffb0]ffb2
0000 14e5 0003 0035 ffa4 ffa8 ffb2 0000 --Z- 0135:8b5606       mov dx, [bp+6] ;[ffae]0001
0000 14e5 0003 0001 ffa4 ffa8 ffb2 0000 --Z- 0138:895402       mov [si+2], dx ;[ffb4]0000
0000 14e5 0003 0001 ffa4 ffa8 ffb2 0000 --Z- 013b:56           push si
0000 14e5 0003 0001 ffa2 ffa8 ffb2 0000 --Z- 013c:ff7604       push [bp+4] ;[ffac]0000
0000 14e5 0003 0001 ffa0 ffa8 ffb2 0000 --Z- 013f:e82f00       call 0171
0000 14e5 0003 0001 ff9e ffa8 ffb2 0000 --Z- 0171:b90300       mov cx, 0003
0000 14e5 0003 0001 ff9e ffa8 ffb2 0000 --Z- 0174:eb00         jmp short 0176
0000 14e5 0003 0001 ff9e ffa8 ffb2 0000 --Z- 0176:55           push bp
0000 14e5 0003 0001 ff9c ffa8 ffb2 0000 --Z- 0177:89e5         mov bp, sp
0000 14e5 0003 0001 ff9c ff9c ffb2 0000 --Z- 0179:8b4604       mov ax, [bp+4] ;[ffa0]0000
0000 14e5 0003 0001 ff9c ff9c ffb2 0000 --Z- 017c:8b5e06       mov bx, [bp+6] ;[ffa2]ffb2
0000 ffb2 0003 0001 ff9c ff9c ffb2 0000 --Z- 017f:cd20         int 20
<exit(53)>
